Tweet,Label
i love writing essays and learning about history,0
mardi gras is in full swing this year yay i love traffic,0
Wait what? It's a cat now? What is happening?,0
"I am careful not to confuse excellence with perfection. Excellence, I can reach for; perfection is God's business. - Michael J. Fox",0
i love days that my boyfriend doesnt talk to me at all and just waves to me at practice,0
I think Hardee's and then a too hour power nap before class at 9. #yay #tootired,0
"I think it says something when a truck load of ARTIST vibe to your music. I'm talking rock, rap, hip hop, metal, etc. Its really cool.",0
i love hypocrites #fuckoff,0
i love nothing more than making an effort with someone who only gives a shit when it suits them #favouritething,0
"Donald Trump is really serious about being a Birther, you guys - and it's not a joke. URL #ABLC #p2 #TFY #GOP2012 #racism",0
I feel like I haven't mentioned my birthday much? #soz,0
i love coming home everyone stop fighting,0
"My heart is so cold, icant find no Love here .",0
i just love eating shit in the school parking lot #not,0
yanno mc potential ways makes a triumphant return when it comes to writing these love poems haha #bars,0
#shittalker what I major in with an associates in,0
ive gotten {number} texts today asking me to verify my microsoft account when i dont remember making one dontcha just love hackers,0
i just love finding holes in my oven mitts #ouch,0
I have to get up.. ):,0
Mann is you gon call?,0
vegetarians if you love animals so much why do you eat all of their food,0
gotta love homework on the second day of school,0
Wow I did a great job painting my nails,0
"Never grow up, my friends'. #JogaBonito",0
"USER I did like an hour ago, was checking out your pink nikes ;)",0
morning world can't wait for the photoshoot this am i love photoshoots & having my picture taken #letsgetthisoverwith,0
USER so I guess you Xhosas have so much love for each other! Goofor 4 u..!,0
i love having nothing to do in tech ed,0
This weather is lovely I want to go to band camp so badly right now,0
Did you know that one of Bolshoi Ballet members was born in Maranhão? Bruna Gaglianone is part of the Moscow group! URL,0
"yep, it gives me advice all the time. RT USER #Libra: I have a scale in my bathroom.",0
"USER Nope, I can't stand to lick envelopes either..yuck!",0
yay just love being home alone on a saturday with nothing to do,0
Decote Dance and Fitness Newsletter URL,0
Yu thank you tengkiyu bobey ? RT USER USER yuhuu you too yaa ?,0
Done with my first day of classes. Editor's meeting at 7,0
i absolutely love reviewing commercial leases my favorite thing ever no doubt love it,0
oh i love traffic said no one ever well aside from lol :d,0
USER #loveit,0
"Thought I was going to go to bed an hour ago. Instead, I'm in the ER waiting for USER to get a staple removed from her thumb. Sweet.",0
i love everyone who stopped texting me back,0
"USER stay humble, but you turning down that fight is your choice no one else's it's not like you have the title oranything haha",0
USER Aww really?! And there's me thinking it could happen. Lol!,0
"Baby, when we're good you know we're great, but there's too much bad for us to think that there's anything worth trying to save.",0
Youth Of The Nation - P.O.D. [HQ]: URL via USER thanks for this !!USER,0
just go dating with paper if you love money so much,0
USER asking me a question about science when I may get merrked?!. :D yes,0
You are attracted to a wide variety of new ideas during this t.. More for Capricorn URL,0
Love seeing Tyler's mates in the gym,0
Yay.. School shopping tomorrow. That means school! YES! I'm jitty jacked off life! .. Wow USER is rubbing off on me!,0
#SpongebobEpisodeIllNeverForget when spongebob was a comedian & kept talking about sandy lol,0
"USER LMAOO Ohh the bus, I don't even know where I can get on one",0
"USER oh, defiantly! Even though I know how much fun you had.",0
Check out this great item: 26x1.5/1.75 Weinmann 519 Wheelset Quick Release URL,0
can't even out into words how much i love work \u {number}\u {number} \ud {number}d\ude {number}\ud {number}d\udc {number}a\ud {number}d\udca {number}\ud {number}d\udc {number}\ud {number},0
feeling the love today #naptime,0
USER Yeah and so is Ed Sheeran URL,0
Bump that music.. #imtryingtosleep,0
USER what do you want?:),0
goodnight beautiful people :),0
Evaluasi terakhir selesai tinggal bertanding di PON (?'??'?)9 semangaat !!,0
never laughed so much because of USER #banter,0
USER USER You answered mine with just a no lmao.,0
just love seeing everyone i know when my hair is up no makeup and i'm all sweaty from working out,0
USER How's the play going :),0
I don't know what I am more happy about the fact that Jersey Shore was cancelled or today is the last day of the RNC.,0
gotta love work always so much fun,0
Being forced to room with mother Teresa!! Yeayy! . #dontlikeyou,0
absolutely love hypocrites,0
At least I didn't get arrested last night for being naked + fighting.. #birthdaysuit #hangingoutwithmywangout,0
i just love writing speeches,0
?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? -- ?? ?? #Hadith,0
School starts next week and I still havent started my summer assignment -.- fml,0
i love allergy season what's so horrible with your throat being swollen ears itching&not being able to breath through your nose,0
USER looks awesome. How long did it take to paint?,0
i absolutely love getn deefyd #gtf,0
"USER bu but but i thought bendtner was the only one striker available on the market, that's why marotta want to sign him",0
way too many #whitepeopleproblems up in hurr.,0
Well this is fun..,0
USER it's fine I'd definitely rather be learning discrete math,0
Dirty Diana let mee be,0
Eager to slim down? URL works perfect for just that,0
i love ppl i love ppl sooo much it hurts,0
oh how i love scholarship applications #needthemoney #college,0
"My week on twitter: 1 new listings, 7 new followers, 1 mentions. Via: URL",0
USER *touches her hand that is in her stomach*,0
My phone falls on the floor & i get a text. Not sure if i want to pick it up #lazyproblem,0
USER It's an early time. Westin in Spain.,0
I miss USER ! Need to see yoou <3,0
i love coming home to nascar on espn #not,0
i love walking home on ice not #denmark #ice #winter #cold,0
i just love driving home for {number} hours then losing my game then having to unpack,0
i love busing home from my shitty job #thanksmom,0
I'm happy I hope parents don't kill it.,0
USER I wish I was more like her.. #jeremykyle,0
done what i had to do outside of the house..now to do stuff inside the house!! #ilovehousework,0
i freaking love writing essays every week,0
i love doing psychology revison favourite thing ever,0
KeKe Wyatt looks like one of my prophytes..,0
i love getting sucker punched on the strip my face feels awesome today,0
Authentic Volk RE30's . 18x9.5 +25 . Flat Gunmetal Finish . Comes with Center caps & Valve Stems . $2400 OBO.. URL,0
math teacher ' i love math ' really i would have never guessed the math teacher loved math,0
I'm not looking forward to september.. can't we just skip it? :/,0
i love having homework in dual credit classes every single day,0
Never care about someone who is carelesaboutbt u!,0
"USER I didn't have chance so I'm getting them tomorrow, I'll let you know then xx",0
You know it's going to be a log day when breakfast goes wrong. GET ME OUT OF THIS PLACE!,0
"USER USER what are you all talking about? this class is so awesome, I get here early.",0
"Yes de Jong out, Richard wright in, today's going to be a great deadline day at #mcfc",0
conflicting reports gotta love journalism,0
So its 5:48 and i am feeling liki amim going to be sick. #yay,0
USER not applicable I've just priced somewhere else up thats a lot nearer and a lot better value for money #butlins,0
i love people being a butthole to me,0
2#gmpang kok dpt tribal pattern printed by outfit.bs padukan outfit tribal indonesiamu dgn fringed.the result is Etnik! URL,0
Trying to find that one song to fall asleep to on pandora :) time for bed have to wake up in a few hours for work. Then Toby Keith sunday!!,0
yeah in at {number} to {number} i can't wait i love dunnes #badbuzz,0
"USER your too sweet, honestly",0
what the serious fuck i love ruined plans #fuckthatnoise,0
i love taking care of sloppy drunk people #angrtweet,0
because i just love buying leggings for my mother #whatalife,0
Chinese food please haha #hungry #midnightmunchies,0
Going to sleep. Byebye sweeties! <3,0
I'm. not going to get along with my chemistry teacher I don't like his ass already,0
I unlocked the Night Owl sticker on #GetGlueHD! URL,0
I need a holiday now more then I've ever needed on ..,0
oh how much i love waiting rooms #getmeout,0
That shit she just told me made me mad for some reason.. I shouldnt have asked,0
#10ThigsIMustDoBeforeIDie Go to dubai 10,0
USER Awee I miss you too! c:,0
i love pulling weeds #sike #pullyourself,0
i love people that cause fires in the dorm building,0
URL This is easily one of my favorite USER videos! USER USER USER you 3 outdid yourselves!!,0
i just love smelling cigarette smoke right when i walk out of the airport,0
USER USER - I'm sure mr Raja rental would have a nice profitable scheme in mind,0
Now the thinking settles in #great ?,0
"Well done liverpool, you will now be playin thursday games in ukraine etc on channel 5 and be tired for the prem #SoundsGreat",0
as long as it's not happening to them they dont give a fuck i love humanity gives me so much hope ^ ^,0
USER informed voter you are I see!,0
USER I thought you were black for months!,0
Lol my brother wanted to go outside my mama tol him to do his homwork and read the bible hahaha,0
"USER Love how he uses the term suspect, like he was an actual cop, but couldn't pass an intro criminal justice class.",0
So I'm going shopping with the mother & sisters this morning..Wo!,0
Got my foams in 2mins!! New record thanks USER for the fast checkout,0
morning up early for school i love school,0
oh lord you're in {number} grade and you love marijuana you're getting somewhere in life,0
"USER USER 'To play with it, cherish it, NOT eat it' ;)",0
i love rumors i learn so much about myself that i never knew,0
USER Arsenal = Selling Club. We officialy cant hide from that. Rt the reason to remain positive.,0
why i so hyper. anyone coming for a 128.4 mile run?? #NotEvenHadAnySweeties #hyper,0
$200 dollar credit limit on my new credit card #Perfect ??,0
i just absolutely love life,0
Hate to miss you..,0
USER tell us how you really feel,0
USER laughoh my god my ass off omg yeah!! #classic,0
over 650 incoming international freshman to binghamton.. #cantwait,0
"Yesterday, I was inexplicably humming the theme song from Cheers. Today, a Cheers shirt from Boston arrives from a friend. Must be ESP!",0
USER is it wrong?,0
Not enjoying being single as much now tbh,0
i just love leaving campus and being the last of five cars in the parking lot,0
USER reply via blacyeaherry messenger ya renee hihi,0
The smell of freshly washed clothes is actually the best,0
Who's excited to go to band practice tonight?!? I know I am!!,0
on my way to hell can't wait i love school man,0
oh i love unfollowers #fuckyouunfollowers,0
spending today with my one true love mother bread #paneraprobs,0
USER riight,0
after a pretty crazy week i'm back to the real world nothing quite like doing store visits and love radio the whole week oh joy,0
dont we all just love drama,0
i love girls with small boobs,0
i absolutely love hearing nerds talk about gaming,0
my cat s have gas i love animals,0
i love taking care of sloppy drunk people,0
i just love parking tickets at {number} am #fav,0
I #voteonedirection for the 2012 MTV #VMA #Bing Most Share-Worthy Video! See who's in the lead and tweet your vote: URL,0
When the going gets tough,0
being sick and watching love movies is such a good combo,0
oh how i love walking home in the pouring rain #soaked,0
"USER Good call. I start classes Sept. 10th, and then it's broken down into quarters for about a year and a half. Should be interesting.",0
I no longer pull the little hairs at the bottom of my hairline on my neck. Maybe you're the one who gave me anxiety and stressed me out!,0
got to love ice skating throwing myself up in the air spinning and hoping to land on {number} foot and not your bum or face,0
i'm so glad my ap english credits went to analyzing and interpreting literature guys because i love composition so much,0
USER I'm sorry it just happened that way,0
oh boy do i love family drama,0
Some just can't see beyond the flesh and it's do funny #affairsoftheheart,0
Myy ma is beautiful by the wathoughven tho we NEVER get alone,0
Just finished season 5 of Dexter. Let's start season 6! #showtime #favoriteshow I'm glad I found that website?,0
let me tell you how much i actually love making chem flash cards,0
i love chemistry so much #thingsnoonesays,0
i just love hearing rain #annoying,0
#septemberwish USER can follows me :) xx,0
USER Twitter? Lol,0
USER hahaha yes!! Thank you bro. That deserves a RT,0
i want to party '!,0
i love reading tosh tweets #notthatfunny,0
Ready to get home to my baby.,0
USER you must have exciting Christmas'!,0
Boy this is going to be an adjustment. Good thing I'm a great morning person! #biggirlpants,0
"Yeah, you all sure do keep it classy #busted",0
i love meeting guys at the bar that tell me they've been to jail,0
USER my head..,0
Black girls can be so fucking rude #no #yougetoutofthefuckingway,0
niners had a big win u watch rt i love football season on twitter and facebook,0
"USER If Apple had slavishly copied a Samsung product, but sold it as ""better"" then no way Samsung would sue Apple.",0
Ann Coulter is an idiot. Pretty sure she's drunk.,0
I appreciate being woke up this morning lord. It's a blessing,0
Team building #sopumped,0
i love spending time at the doctors,0
DNC convention next week can't wait,0
i love moscato monday guess i will be moving back to lc getting up at the ass crack of dawn to run should be fun,0
don't you just love people who come into your life randomly and check in and out whenever they want i sure do,0
this is why i love coming home,0
i just love people who waste my time #teacherproblems #leavemealone,0
Westfield full of children now <<,0
hahaha i love breakfast casserole,0
If Vandy wins tonight that just validates how loaded the second is top to bottom.,0
USER ooh lucky! i have too classes and 1 lab but textt me :),0
USER ahahahhahahaha i am dying right now,0
Topshop & Topman Sydney confirmed to open October 4th. About time.,0
"If anyone has any local connections to the American Diabetes Association, I'd love to talk..thanks!",0
Who you going to call? Ghostbusters!!,0
the timed {number} mile this is why i love field hockey so much,0
I really wish I was around a gun right now. #IWouldPullTheTriger #WithoutHesitation #NonStopCrying #GreatNight,0
if you love someone set them free if they come back set them on fire #amman,0
how can you just not love paying bills,0
USER at least its nice outside,0
i mutha fuckin' love liars,0
our itunes libraries have now become one file. this is worthy of a gift registry. #threechordsandthetruth #mp34ever #fb,0
oh how i love watching others play video games,0
i love days where i have nothing to do,0
USER i am still laced up and its 5 26am #LFTU,0
"This! (<3) RT USER I have learned to seek my happines by limiting my desires, rather than attempting to satisfy them",0
i love people that are {number} faced soo much #donttalktome,0
USER mr chambers I can't explain how honoured I am to have you following! I've been away.. so haven't been around.. Wbu??,0
Is it 1:20 yett. Ready for the weekend,0
Man was my last night in olds a fucking blast,0
i love finding sand in my ears,0
"USER just push it, push it real good.",0
"I said I was going to be productive today, right? Pfft, didn't happen yet",0
USER okay bye now i'm going to take shower. Bdw talyou u at evening or nitepleasels come onlineokayOk bye take care.,0
i just love people taking the piss its what i go to college for,0
"USER I i don't know yet, trying to get a rough idea of numbers before we book stuff but so far you're the only one that's replied :/",0
I don't care if it's preseason the Eagles are 4-0,0
absolutely buzzin for {number} i just love work so much #iluvmondays,0
USER USER Haha am i supposed to be intimidated?,0
i just love folding laundry #fuckyoulaundry,0
i just love doing psychology statistics homework #jk #thisshitblows #clubodum,0
i love having practice on a saturday night,0
Every time I see Dave Grohl with his long hippy haircut I wonder if he's back on heroin.,0
Well this has been interesting day so far and it's still the morning. Can't wait to see what more this day will bring.,0
"URL ""Bugger"" doesn't do it justice.. First Fleetwod and now Marseille. Oh Joey!",0
gotta love field #hateit #cold,0
oh i love doing homework it's fun and exciting too bad it only takes a few minutes for me to finish it,0
just love drama queens \ud {number}d\udc {number}\ud {number}d\udd {number},0
USER Don't forget that Nick Foles is also the new Tom Brady. What a preseason! #toomanystudQBs #thankgodwedonthavetebow,0
jgh!! super haggard nice game face knock out -.- pagod kase ako ehh. pero masaya URL,0
USER love you!?oh I'm sure I will,0
What a great night,0
[gourmet] THE TIMES OF MY LIFE: Stephen Longstreet's piece on his last (sad) summer living in Europe as an artis.. URL,0
Wow what a great day,0
USER my phone off :(,0
I just love when Dawson decides he's hungry at 5:00AM #whyareyouawakedude,0
PerfectServe Launches Version 2.0 iPhone & Android Apps - Midland Daily News: PerfectServe .. URL URL,0
16 people followed me and 3 people unfollowed me // automatically checked by URL,0
i just love seeing pictures of shirtless guys all over instagram,0
yayyy i love staying home and listening to my dad and mom argue,0
?? so excited!!,0
oh how i love having alcoholics for parents,0
Jersey Shore is cancelled. How sad.,0
my shins feel like they are about to break in half i love shin splints,0
wow i just love traffic so much,0
You're my bestfriend !!,0
i love doing lab reports and commentaries on sunday nights #emphasisonthesarcasm,0
I shut people out when i feel boxed in i carry my family troubles on my back,0
staying up late to work on my math homework yay i love college #collegeproblems,0
Ready for an hour of intellectual discussion in art class.,0
#amwriting #thelastascension yeah you'd all love spoilers wouldn't you haha,0
so it seems people really love gym,0
i love douche bag college bros,0
You know I'd fall apart without you.. Don't know how you do what you do<3,0
ohmygoodness i love comments that have nothing to do with the post :d duhh,0
USER pew yg rmai??,0
"!! ""USER Practice being cancelled would be a gift from god""",0
"One day you will realize,there's no other person will love you like i do..!",0
USER are you working tn?,0
USER If we Was to get caroll. Do you think he'll be accepted due to the way his swerved us holding out for newC ??,0
CRAP. that's all.,0
past two days have been hell love muscle injuries #lumberjackfail,0
Well. That's a good way to end this great day.,0
This boy has rosary beads tattoed on him but he is muslim ??,0
i love getting mystery charges on my time warner cable bill bring on google fiber for real,0
She about to text yuh USER,0
that's cute how you love someone you don't even know and just met,0
i love texting people and they don't text back,0
i love crowds and the metro so much #fuckthis,0
that's so nice of you.,0
"Such a nice day out, let's go swimming!",0
My days shot.. #ofcourse #yay #hownice,0
So glad the UofL free wifi works for my phone and laptop,0
USER Just read that Cardinal Timothy Dolan of New York is delivering the closing prayer of the DNC.,0
"Somewhere in the desert of Nevada, there is a touch of green. URL",0
going to school again tomorrow school nalng everyday even saturdays cuz i love school,0
USER I don't know where to find any Asians in champaign.,0
oh them gee! i've got my most favorite girls in the world in my stats class! agi am ama die from excitement :)),0
Months* RT USER Day two of not talking to you at all. Love this. So much fun #imy,0
"USER nope, don't have one of those.",0
who doesn't love economics for {number} straight hours,0
Great start to the day,0
"USER I've got to give a mention to your outstanding use of the english language, your spelling is top notch fella.",0
I'm sweating like a pedophile in a playground -new favorite phrase of Luis. You can't imagine how thrilled I am by this,0
i love cowards #manup #takeresponsibility,0
just love getting home work in the first week of school,0
Oh so we lost charlie adam #score #deadlineday,0
"Being awake this early to pack up my stuff and move rooms sucks. But on the plus side, FAIR TODAY! ? #soexcited ? #carnilife",0
Please enough of this I am Jesus BC.. Just take a chill pill on it.. Smh..,0
what a day what a day love playing politics,0
"You're right, you're always right.",0
Another morning like this. #fun,0
USER welcome!,0
can't wait for all the mushy love tweets and forever alone tweets #barf,0
Why havent any of you threatened VDV wife yet? I want to see VDV shirts burned? Wheres the fucking abuse to Rafa?,0
Women who love republicans who hate them URL,0
USER Dang boy it smells -.-lmao,0
USER I miss you too dawgy,0
USER Aston Villa have signed striker Jordan Bowery from Chesterfield #skydeadlineday biggest deal of the summer,0
USER shower me with your pretty charms,0
USER USER do we know how to clear a room or what??,0
USER Sure a smart fella like you will be able to pick up the language no problem. #northernmonkey,0
i absolutely love coming home to the house full of people who don't live here,0
My grandparents live in like hidden valley ranch USER,0
Already have to do a brief on two cases for homework. Sweet!,0
USER USER USER your town you guys decide and I will be there. What day did we decide?,0
You're all so considerate. It's crazy.,0
oh how i love doin everything last minute,0
"USER i miss you , but actually i miss our memories in the old time.",0
i love knowing people who aren't there for me when i need them but expect me to be there for them when they need me #notcool,0
Bromance is the key #deepthought,0
"Ima real nigga,and bitches like real so you is what it am not and it is what it is - USER",0
I got yeah man USER,0
i love dudes that end every sentence with the word man how you doing man time of my life man grab another drink man #wtf,0
"Test, Train, Affirm, and Send Into Ministry: Recovering the Local Church's Responsibility in the External Call (.. URL",0
This is for Yolove<3 Jack <3<3<3 USER URL,0
i love nothing better than the hearty weight of steel deck in the morning,0
i love coming home and sitting around all night #sofun,0
USER she's me dream woman :') .,0
"Time to buy books, yayy.",0
:D Does this make me cool!?!? URL,0
"Oh, love this! Shaky camera : Check RT USER Fake, of course, but I still love this UFO video URL",0
i love vday all day i watch people kissing and hugging getting gifts but im on twitter alone,0
Hittin them sheets. GoodNight.,0
fucking love having shingles #killmenow #hatethis,0
USER do you care?,0
Why do men think humorous women can be their bestfriends? We (women) date humorous men!! #hopeless,0
"Great minds discuss ideas, small minds discuss other people",0
Actually going to school tomorrow (x,0
i just love lack of communication & lack of preparation,0
"30k dead, maybe they're targeting civilians USER 10 bakery attacks in #Aleppo are not (cont) URL",0
just realised how soon school starts again. cannot wait,0
Should be another grand day,0
USER I know I will!,0
USER USER oh my god so excited  shss cake woman!,0
i love winter #shitnoonesays #blizzard,0
USER USER I think it was our amazing teacher,0
"USER giggle out loud drh sy A, prnh donor, me so horny aja klo msh bth mumpung lg off",0
Antena 3 Are these claims the most reliable?? URL,0
That's not creepy at all,0
"Some love stories aren't epic novels,some are short stories. But that doesn't make them any less filled with love #sexandthecity",0
i love clock watching #whycantisleep,0
{number} exams that's worth {number} of my grade and a presentation that's worth {number} of my grade all in one day tomorrow gotta love college,0
"USER its the opposite of what King said ""judge not by the color of skin, but by content of their character"".",0
i love eating pastries especially while watching a scary movie totally,0
This will be the hardest USER ever RT USER I've never been anywhere with fewer flat roads than Devon.,0
yay it's raining i love rain,0
"Its a hot day in Boone, which means the class without ac is muggy, so why is this girl wearing long pants and a knit scarf? #makingmehotter",0
Tweeter? Twits? Austin and Ally sure is creative. #omgihavetotwit,0
love having practice at {number} {number} in the morning thank you storm gotta love you #nolove {number},0
"When you make the sacrifice in marriage, you're sacrificing not to each other but to unity in a relationship.Joseph Campbell.",0
Nothing but rainbows and unicorns today at work! #ilovemyboss,0
spending valentines day with my one and only true love soccer yay i love soccer so much,0
i can't express how much i love movie previews #hpubus,0
USER Thanks so much Nick! Really appreciate the support!,0
Stainless steel appliances look sleek & modern.. but they're fingerprint magnets! How do you deal with the smudges? URL,0
USER will you come to TAFE to visit me? It would make my day,0
i love people who think life revolves around twitter and instagram followers,0
"Quite shocked Charlie Adam is off to Stoke, what a wonderful career he had at Liverpool",0
i love taking notes for {number} minutes,0
i love coming home to a house where my parents are so nice to me,0
Booty call has succesfuly been completed extreme droll woww USER,0
Saints day tomorrow! Then my birthday! :),0
i fucking love court dates {number},0
Ugly bitches who are bitches should stop that shit.,0
USER Bravo!! Was just thinking that you ought to be busier this autumn/winter!,0
Hey sexy Asian girl.,0
2 hours of sleep #yay,0
"So I've got new neighbours. Loud ones, it seems.",0
Here we go again another 3.5 hours of collage to look forward to !!,0
i like when the music just tickles my ears - brother -.-,0
Good morning USER have a nice day,0
Its friDay people gEt up! all the Wr0peopareeppl r up Trying2 StreSs Me laughing out loud Its a beautiful dAy in the neighbor h00d in my Mr Rodgers V0ice lol!!lol,0
"Company next door uses explosives to get their material sounds like a war, I spilled tea all over my notebook {thanks}",0
Every artistic and media endeavor in history has been unabashedly chauvinistic in nature because each was made by ignorant men.,0
"USER it really is,my life has changed living by that, positivity, & enthusiasm. Law of attraction never fails too! Miss you!",0
First test of the year in physics today #excited,0
Well there are apps that can delete personal info and even send you location of the person using / send you their.. URL,0
"I'm going to Budapest today. I've never been, what should I do? Playing tomorrow night",0
Whaen your moms a total Bitch >>< #whatachild,0
Windows Live Movie Maker takes so long to upload and save a video #worththewait #ithink,0
i just love group projects,0
moment when you know what you should be doing but you still don't do it oh how i love school,0
USER you mean the professor at UNC wasn't a Republican??,0
the amount of times i've watched the dark knight is uncountable..,0
That senior assembly really made my day. #sofun,0
USER I freaking love you lmao,0
"I don't understand how people party every single night. However, I have never been to a party, At least not one of those parties. :/",0
yes i love cigs in the apartment,0
USER I really hope not. Even Hollywod wouldn't change a classic story beloved by millions. #vanityfair #countofmontecristo,0
Yo you write that new song yet? USER,0
First day of school is always the best.,0
oh i almost forgot i have another {number} essays due this thursday and it was barely assigned right now :d i love school :d,0
eyes feel like somebody has thrown sand in them :( there so red and itchy and i'm sneezing non stop love havin hayfever,0
"USER hello, gorgeous.",0
USER just hang out at the game a far as I know. Probably or best bet.,0
ohmygoodness i love comments that have nothing to do with the post :d,0
love tax day i love being a good citizen by giving the irs {number} of what i earned,0
i love school #school #hashtag #spinnyofficechairs,0
got to love work blackcurrant stir fry #pushovers #fedup #raaaaaaaaaaaaa,0
"Sexbeat said we sound like ""The soundtrack to a dark 80s sci-fi movie"" URL #VAKKULA",0
i just love people today so much :d,0
Tropical Storm Isaac now upgraded to Hurricane Isaac.,0
it's been a great day today!,0
oh i love being home so much,0
Watch ALL of our coverage of the #GOP2012 in one place. Keep up with that hurricane too. URL,0
my essay is {number} {number} words and i have to memorise the entire thing by friday l o l good joke i just love school so so much,0
oh how i love school traffic in the morning,0
just love spending vacation up in my room doing nothing #wickedfun,0
USER laughing out loud *phew* well as long as you're all right with me then I'm still #winning hahaha :P,0
as much as i love watching football with all the boys im out #onlycareaboutmyboys #sorrynotsorry,0
i absolutely love doing yard work for {number} hours,0
Finding ranch in my fridge when I didn't expect it to be there is the #bestfeelingever,0
i fucking love being home #donteverwannaleave,0
USER awe ??,0
going to lincolnshire.. might see my beloved father #hesacunt,0
"All the people on Twitter this morning are like really sarcastic, lmao.",0
i love doing coursework #shitweekendahead,0
Polka dots and gold glitter specs =] ? URL,0
I'm well aware Jesus doesn't care if I give you a discount on your church van rental. It's called #missionaryproblems,0
to love people in the restroom screaming into their cell phone #headachecoming,0
USER it was,0
"Nap time is over, time to FTW?",0
USER USER thats what they all say,0
well.that science thing was so much fun today haha,0
USER err no! That's what the was for!,0
i just love speech so much and the guy who always smells like a bonfire just makes it that much better,0
USER he'll suit your footbaling style,0
huwaay #feelon,0
ha got to love everyone s gym dedication on thursday & friday there no standard anymore,0
{number} music are only playing love songs as if i wasnt already excited enough about valentines day #woo,0
I went to Build A Bear yesterday to build myself a teddy & USER wasn't there to help ?,0
i love hitting red lights when u need to be somewhere,1
i just love being hung up on,1
i love being able to stay at school for {number} hours it fills my life with joy #hatethursdays #bleh #sectionals #winterguard,1
i love being sick it's the greatest,1
i love getting called out at {number} {number} a m to turn a thermostat from cool to heat #donttouchthestat #annoyed,1
i absolutely love getting blown off,1
oh how i love being welcomed home this way not #cool,1
wow i love feeling used its the best,1
i love getting stuck behind a bus,1
i love getting called into work every night i only love the money,1
I just love it when people don't text me back.,1
i love getting lectured about nonsensical things when i call home,1
i love sitting next to couples in the theater,1
oh i really love being sick,1
i absolutely love being ignored,1
i love being called a slut it's the best feeling ever,1
i love love love love love having a math test friday and not knowing anything when the teacher won't help,1
seriously love being treated this way,1
i love being lonely and doing nothing on friday nights,1
i just love being stuck sitting at the kids table #howoldami,1
i love being forced to do things,1
i really love being lied to #annoyed,1
i just love living next to the fire department,1
i love being blinded by ass holes who don't turn there brights off,1
"I love when I'm doing dishes at work & the water spills all over me, its the best .",1
i love being ditched so you can play minecraft,1
love being hate by the people you love the most,1
ohyes i love being ignored,1
i love being pissy throughout the night #dependsshawty,1
have i ever mentioned i love being ignored,1
wow i absolutely love being blown out by my dad it's kl i didn't piss everyone off by leaving early or anything,1
yep i love being being replaced #isecretlyhateyou #sorrynotsorry,1
i love being broke #not #stupidbills,1
i love seeing random photos from people i'm not fb friends with,1
just love getting hate :) thanks everyone for all the support <3,1
i love being talked to like i'm {number} years old,1
i just love working next to the roseman on #valentinesday #nowheretopark #sigh,1
i love being woke up by my neighbors #thosebitches,1
i just love feeling depressed and like shit,1
i love being sarcastic #sofun,1
i love being awake this time of day for no reason #insomniaprobs,1
i just love gettin hit on by {number} year olds,1
it's okay mawa i really do love taking cold showers #hatemawa,1
weeeeooooooooo i love getting accused of shit #daymade #sohappy,1
i love getting screwed over,1
oh i just love getting hit on by creeps at terms,1
i just love seeing naked or half naked pictures of girls on twitter #nasty #putsomeclotheson #yallneedjesus #sorrynotsorry,1
why yes i love being ignored i only txted you to practice my texting #annoyed,1
I love waiting in long lines for a parking permit #blinnsucks,1
i just love walking past some one that reeks of cigarettes just my favorite smell in the world,1
woah tooday was terrible gotta love being forced to do something ya hate,1
i really do love getting mixed signals it makes life so much more interesting,1
wow i love being sick over break,1
i just love love love loved it when you didn't invite me,1
i love being ignored bc u know its always fun,1
i love pmsing fuck you uterus,1
i absolutely love being sick,1
i just love being sick this is great,1
i love being talked to like a first grader,1
i love being stuck in a warehouse on beautiful days like this,1
i love being lied to love it so much,1
i love being sick it makes me want to do absolutely nothing all day good thing i have a test tomorrow,1
yay love being let down :-),1
Doesn't everyone love getting allergy shots once a week?,1
lol don't you love feeling betrayed i know i do,1
i love being single its so much fun p,1
i love finding repulsive amounts of dry blood in my nose for no apparent reason,1
love love love when my roommate stinks up the room with her weave hair products,1
i just love getting ignored,1
i totally love being taken advantage of,1
yes i love being awake at {number},1
I love when people unfollow me because I voice my own personal opinion on my own fucking account. Makes sense..,1
i love being sick when its a {number} day weekend,1
i love being woken up #nomoresleepingtonight,1
i love being invited places by you's,1
i love getting ignored #xboxstrikesagain,1
i love getting lead on its my favorite #screwit,1
ohhh how much i love being ignored makes me so happy lol,1
sometimes i just love being ignored by you,1
wow thanks i love being ignored,1
i love love love to sit in the car and wait for {number} minutes while my boyfriend talks to people,1
i love being ignored love it,1
"thanks for ditching me today, proper good friends you are, glad to have you",1
Please keep ignoring me for all of senior year. It's not like we're friends with the exact same people. #thingsimiss #you,1
I love the way you lie,1
i just love being sick #thanksgarret,1
ohhh i just love lifting eery dayy #shitnobodysays,1
gotta love getting sick right before the wknd starts #not,1
love how I can't even sleep in anymore,1
i love being left behind when something better comes along notttttt,1
I love when people favorite a tweet but don't retweet #notserious,1
i just love being told that i look like a terrorist #wtf #fuckthatshit,1
i love being taken advantage of,1
i love being ignored hahaha not #whyy #what #did #i #do #to #you,1
yay i love being sick as fuck,1
i love being locked out in the rain,1
i love being yelled at #realtorproblems,1
